date,ind,rain,ind,maxt,ind,mint,gmin,soil
30-apr-2023,0,6.600, , , , , , 
01-may-2023,0,0.000, , , , , , 
02-may-2023,0,0.000, , , , , , 
03-may-2023,0,0.000, , , , , , 
04-may-2023,0,6.700, , , , , , 
05-may-2023,0,0.000, , , , , , 
06-may-2023,0,0.000, , , , , , 
07-may-2023,0,8.100, , , , , , 
08-may-2023,0,17.800, , , , , , 
09-may-2023,0,5.300, , , , , , 
10-may-2023,0,1.400, , , , , , 
11-may-2023,0,7.900, , , , , , 
12-may-2023,0,0.000, , , , , , 
13-may-2023,0,0.000, , , , , , 
14-may-2023,0,0.000, , , , , , 
15-may-2023,0,0.000, , , , , , 
16-may-2023,0,0.000, , , , , , 
17-may-2023,0,0.000, , , , , , 
18-may-2023,0,0.100, , , , , , 
19-may-2023,0,0.000, , , , , , 
20-may-2023,0,0.000, , , , , , 
21-may-2023,0,0.000, , , , , , 
22-may-2023,0,0.000, , , , , , 
23-may-2023,0,0.000, , , , , , 
24-may-2023,0,0.000, , , , , , 
25-may-2023,0,0.000, , , , , , 
26-may-2023,0,0.000, , , , , , 
27-may-2023,0,0.000, , , , , , 
28-may-2023,0,0.000, , , , , , 
29-may-2023,0,0.000, , , , , , 
30-may-2023,0,0.000, , , , , , 
31-may-2023,0,0.000, , , , , , 
01-jun-2023,0,0.000, , , , , , 
02-jun-2023,0,0.000, , , , , , 
03-jun-2023,0,0.000, , , , , , 
04-jun-2023,0,0.000, , , , , , 
05-jun-2023,0,0.000, , , , , , 
06-jun-2023,0,0.000, , , , , , 
07-jun-2023,0,0.000, , , , , , 
08-jun-2023,0,0.000, , , , , , 
09-jun-2023,0,0.000, , , , , , 
10-jun-2023,0,0.900, , , , , , 
11-jun-2023,0,0.000, , , , , , 
12-jun-2023,0,1.900, , , , , , 
13-jun-2023,0,2.600, , , , , , 
14-jun-2023,0,0.000, , , , , , 
15-jun-2023,0,0.000, , , , , , 
16-jun-2023,0,7.600, , , , , , 
17-jun-2023,0,0.800, , , , , , 
18-jun-2023,0,0.600, , , , , , 
19-jun-2023,0,0.000, , , , , , 
20-jun-2023,0,4.100, , , , , , 
21-jun-2023,0,0.000, , , , , , 
22-jun-2023,0,0.700, , , , , , 
23-jun-2023,0,0.200, , , , , , 
24-jun-2023,0,0.400, , , , , , 
25-jun-2023,0,3.600, , , , , , 
26-jun-2023,0,0.000, , , , , , 
27-jun-2023,0,0.400, , , , , , 
28-jun-2023,0,0.800, , , , , , 
29-jun-2023,0,0.600, , , , , , 
30-jun-2023,0,0.300, , , , , , 
01-jul-2023,0,0.000, , , , , , 
02-jul-2023,0,1.000, , , , , , 
03-jul-2023,0,7.900, , , , , , 
04-jul-2023,0,3.900, , , , , , 
05-jul-2023,0,2.400, , , , , , 
06-jul-2023,0,0.600, , , , , , 
07-jul-2023,0,0.000, , , , , , 
08-jul-2023,0,0.000, , , , , , 
09-jul-2023,0,0.300, , , , , , 
10-jul-2023,0,24.600, , , , , , 
11-jul-2023,0,0.000, , , , , , 
12-jul-2023,0,2.000, , , , , , 
13-jul-2023,0,0.000, , , , , , 
14-jul-2023,0,15.000, , , , , , 
15-jul-2023,0,7.000, , , , , , 
16-jul-2023,0,5.500, , , , , , 
17-jul-2023,0,1.800, , , , , , 
18-jul-2023,0,7.000, , , , , , 
19-jul-2023,0,5.200, , , , , , 
20-jul-2023,0,0.500, , , , , , 
21-jul-2023,0,9.700, , , , , , 
22-jul-2023,0,20.300, , , , , , 
23-jul-2023,0,1.900, , , , , , 
24-jul-2023,0,0.600, , , , , , 
25-jul-2023,0,0.000, , , , , , 
26-jul-2023,0,8.200, , , , , , 
27-jul-2023,0,0.100, , , , , , 
28-jul-2023,0,0.100, , , , , , 
29-jul-2023,0,1.700, , , , , , 
30-jul-2023,0,3.100, , , , , , 
31-jul-2023,0,2.300, , , , , , 
01-aug-2023,0,11.000, , , , , , 
02-aug-2023,0,2.300, , , , , , 
03-aug-2023,0,0.000, , , , , , 
04-aug-2023,0,33.900, , , , , , 
05-aug-2023,0,0.600, , , , , , 
06-aug-2023,0,13.500, , , , , , 
07-aug-2023,0,0.000, , , , , , 
08-aug-2023,0,0.200, , , , , , 
09-aug-2023,0,0.000, , , , , , 
10-aug-2023,0,0.000, , , , , , 
11-aug-2023,0,0.000, , , , , , 
12-aug-2023,0,0.000, , , , , , 
13-aug-2023,0,0.000, , , , , , 
14-aug-2023,0,0.000, , , , , , 
15-aug-2023,0,0.000, , , , , , 
16-aug-2023,0,0.000, , , , , , 
17-aug-2023,0,1.100, , , , , , 
18-aug-2023,0,38.100, , , , , , 
19-aug-2023,0,0.300, , , , , , 
20-aug-2023,0,0.000, , , , , , 
21-aug-2023,0,0.000, , , , , , 
22-aug-2023,0,0.100, , , , , , 
23-aug-2023,0,0.100, , , , , , 
24-aug-2023,0,0.000, , , , , , 
25-aug-2023,0,4.600, , , , , , 
26-aug-2023,0,1.700, , , , , , 
27-aug-2023,0,0.100, , , , , , 
28-aug-2023,0,0.200, , , , , , 
29-aug-2023,0,0.000, , , , , , 
30-aug-2023,0,0.000, , , , , , 
31-aug-2023,0,1.700, , , , , , 
